SKU,IMAGE URL,TITLE,QUANTITY,"STATUS",DESCRIPTION,SAMPLE RETAIL PRICE,PRODUCT COST,MANUFACTURER,MANUFACTURER ID,MAIN CATEGORY,SUB CATEGORY,THUMBNAIL URL,WEIGHT,MAP PRICE,MSRP,UPC,ASIN,CUSTOM SHIPPING RATE,SHORT DESCRIPTION
<br>- Fly Material:  40D HT Nylon Rip Stop PU/Silicon, 1500mm 
<br>- Number of Poles:  2 + 1 ridge pole 
<br>- Poles:  DAC Featherlite NSL, 9.0mm 
<br>- Sleeps:  3
<br>
<br>Features:
<br>
<br>- DAC Featherlite NSL Poles 
<br>- Dye-Free Optic White Canopy 
<br>- Fast Pack Footprint Compatible 
<br>- Gear Pockets 
<br>- Lightweight Fly Material 
<br>- Locking Pole Tips 
<br>- PVC-free tape 
<br>- Quick Pitch Swivel Hub with H-Clip 
<br>- Reflective Guy-outs and Zipper pulls 
<br>- Smaller Reflective Guy Outs 
<br>- Smoke Swift Clips and Door Ties 
<br>- SuperSeal Floor 
<br>- Tent Guard with Ultra Fresh 
<br>- Ultralight Stake Out Loops 
<br>- Ultralight Vestibule Tensioner","349.0","202.42","Sierra Designs","1417","Tents","3 Person Tents (Max)","http://www.inventorysource.com/images/noImage.jpg","3.55","0.00","349.00","054003575799","","","Velox Tent - 3 Person  Manufacture ID: 1417    When you're counting ounces, you've got to do the math. The Velox 3 will shelter you and two buddies, and weighs only five pounds. Math 101 was a long time ago, but that sure seems like less than two pounds per person, for a fully featured tent. Two doors and two vestibules allow entry/exit from either side of the tent, and the hybrid single- and doub",
"GS47999","http://www.inventorysource.com/images/noImage.jpg","Anu 3","0",No,"<b>Anu Tent - 3 Person</b><br>Manufacture ID: 1419<br><br>Everything the gear-laden couple or intrepid group of three needs&mdash;the Anu 3 qualifies as an affordable tent, but bends the rules with features like a Double Bend Brow Pole for a stronger vestibule, a Quick Pitch Swivel Hub for ease of set up, and Tent Guard with Ultra Fresh to guarantee a long life. Forty-eight square feet of interior space, and a 14.5-square-foot vestibule store gear and bodies galore. 
<br>
<br>
<br>Specifications:
<br>
<br>- Trail Weight 6 lbs 4 oz 
<br>- Fastpack Weight 4 lbs 5 oz 
<br>- Packed Weight 6 lbs 11 oz 
<br>- Number of Doors 1 
<br>- Interior Area 48 sq. ft. 
<br>- Vestibule Area 14.5 sq. ft. 
<br>- Peak Height 46.5"" 
<br>- Floor Material 70D Nylon Taffeta, 3000mm 
<br>- Body Material 70D Nylon Rip Stop 
<br>- Fly Material 70D PU Coated Nylon Taffeta 1500mm 
<br>- Number of Poles 2 + 1 ridge pole 
<br>- Poles DAC Press Fit, 9.0mm 
<br>
<br>Features:
<br>
<br>- DAC Press Fit Poles 
<br>- Double Grommets 
<br>- Dye-Free Optic White Canopy 
<br>- Full Coverage Rainfly 
<br>- Locking Pole Tips 
<br>- PVC-free tape 
<br>- Quick Pitch Swivel Hub with H-Clip 
<br>- Reflective Guy-outs and Zipper pulls 
<br>- Stash Door 
<br>- SuperSeal Floor 
<br>- Swift Clips 
<br>- Swivel Hub Brow Connector 
<br>- Tent Guard with Ultra Fresh","239.0","154.02","Sierra Designs","1419","Tents","3 Person Tents (Max)","http://www.inventorysource.com/images/noImage.jpg","5.9","239.00","239.00","","","","Anu Tent - 3 Person  Manufacture ID: 1419    Everything the gear-laden couple or intrepid group of three needs&mdash;the Anu 3 qualifies as an affordable tent, but bends the rules with features like a Double Bend Brow Pole for a stronger vestibule, a Quick Pitch Swivel Hub for ease of set up, and Tent Guard with Ultra Fresh to guarantee a long life. Forty-eight square feet of interior space, and a",
"GS47996","http://www.inventorysource.com/images/gs/GS47996.jpg","Velox 2","0",No,"<b>Velox Tent - 2 Person</b><br>Manufacture ID: 1416<br><br>Forty-two years of tent design pays off,the Velox 2 is a freestanding design with two doors and two vestibules, and all for a candy bar's weight over four pounds!  Double vestibules and doors let users come and go as they please, without disturbing a sleeping tent mate.  The Swift Clips and Quick Pitch Swivel Hub make set-up easy and the SuperSeal Floor keeps water where it belongs&mdash;outside! 
<br>
<br>Specifications:
<br>
<br>- Trail Weight:  4 lbs 2 oz 
<br>- Packed Weight:  4 lbs 9 oz 
<br>- Number of Doors:  1 
<br>- Interior Area:  28.5 sq. ft. 
<br>- Vestibule Area:  7 + 7 sq. ft. 
<br>- Peak Height:  40"" 
<br>- Floor Material:  70D Nylon Taffeta, 1800mm 
<br>- Body Material:  40D Nylon Rip Stop / 40D HT Nylon Rip Stop PU/Silicon, 1500mm 
<br>- Fly Material:  40D HT Nylon Rip Stop PU/Silicon, 1500mm 
<br>- Number of Poles:  2 + 1 ridge pole 
<br>- Poles:  DAC Featherlite, 9.0mm 
<br>- Sleeps:  2
<br>
<br>Features:
<br>
<br>- Color Coded Stake Loops 
<br>- DAC Featherlite NSL Poles 
<br>- Dye-Free Optic White Canopy 
<br>- Gear Pockets 
<br>- Lightweight Fly Material 
<br>- Locking Pole Tips 
<br>- PVC-free tape 
<br>- Quick Pitch Swivel Hub with H-Clip 
<br>- Reflective Guy-outs and Zipper pulls 
<br>- Smaller Reflective Guy Outs 
<br>- Smoke Swift Clips and Door Ties 
<br>- SuperSeal Floor 
<br>- Tent Guard with Ultra Fresh 
<br>- Ultralight Stake Out Loops 
<br>- Ultralight Vestibule Tensioner","299.0","173.42","Sierra Designs","1416","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS47996.jpg","3.55","0.00","299.00","054003575782","","","Velox Tent - 2 Person  Manufacture ID: 1416    Forty-two years of tent design pays off,the Velox 2 is a freestanding design with two doors and two vestibules, and all for a candy bar's weight over four pounds! Double vestibules and doors let users come and go as they please, without disturbing a sleeping tent mate. The Swift Clips and Quick Pitch Swivel Hub make set-up easy and the SuperSeal Floor",
"GS47998","http://www.inventorysource.com/images/noImage.jpg","Anu 2","0",No,"<b>Anu Tent - 2 Person</b><br>Manufacture ID: 1418<br><br>For us, an affordable tent means more loot left for dinner when you get out of the backcountry. We 
build our entry-level tents with all the bells and whistles, so you won't regret saving some dough 
<br>when you're in a gale! The Anu 2 weighs just 5 lbs. 5 oz., but still offers DAC poles, PVC-free seam taping, our Quick Pitch Swivel Hub, Tent Guard with Ultra Fresh, and a SuperSeal Floor. 
<br>
<br>
<br>Specifications:
<br>
<br>- Trail Weight 5 lbs 5 oz 
<br>- Fastpack Weight 3 lbs 11 oz 
<br>- Packed Weight 6 lbs 1 oz 
<br>- Number of Doors 1 
<br>- Interior Area 33 sq. ft. 
<br>- Vestibule Area 11.5 sq. ft. 
<br>- Peak Height 43.5"" 
<br>- Floor Material 70D Nylon Taffeta, 3000mm 
<br>- Body Material 70D Nylon Rip Stop 
<br>- Fly Material 70D Nylon Taffeta, 1500mm 
<br>- Number of Poles 2 + 1 ridge pole 
<br>- Poles DAC Press Fit, 9.0mm 
<br>
<br>Features:
<br>
<br>- DAC Press Fit Poles 
<br>- Double Bend Brow Pole 
<br>- Double Grommets 
<br>- Dye-Free Optic White Canopy 
<br>- Full Coverage Rainfly 
<br>- Locking Pole Tips 
<br>- PVC-free tape 
<br>- Quick Pitch Swivel Hub with H-Clip 
<br>- Reflective Guy-outs and Zipper pulls 
<br>- Stash Door 
<br>- SuperSeal Floor 
<br>- Swift Clips 
<br>- Swivel Hub Brow Connector 
<br>- Tent Guard with Ultra Fresh","199.0","135.79","Sierra Designs","1418","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/noImage.jpg","5.9","199.00","199.00","","","","Anu Tent - 2 Person  Manufacture ID: 1418    For us, an affordable tent means more loot left for dinner when you get out of the backcountry. We build our entry-level tents with all the bells and whistles, so you won't regret saving some dough   when you're in a gale! The Anu 2 weighs just 5 lbs. 5 oz., but still offers DAC poles, PVC-free seam taping, our Quick Pitch Swivel Hub, Tent Guard with Ul",
"GS48360","http://www.inventorysource.com/images/gs/GS48360.jpg","Tepee Grey Fiberglass","121",Yes,"<b>Tepee - Fiberglass Poles, Grey</b><br>Manufacture ID: TP200<br><br>The Tepee, the camping industry's first fully equipped portable outhouse by Paha Que', provides a ""common sense"" evolution in campsite restroom and shower facilities. Featuring 67"" vertical walls, floor measurements of 54"" x 54"", and a peak that reaches 94"". The Tepee is lightweight, portable, and easily stows in a 8"" x 26"" zippered carry bag that weighs about 10 pounds. Easy to follow instructions sewn inside the carry bag promise a five minute one-person setup. 
<br>
<br>Features:
<br>
<br>- ""No-see-um"" mesh roofing and bottom side panels were added to enhance ventilation 
<br>- The detachable heavy-duty, waterproof flooring engineered to allow drainage of shower run off and to keep the bugs out 
<br>- Rainfly includes unique clear vinyl panels, that warm the shower bag (not included) when rotated to face the sun 
<br>- Stows in duffel style carry bag with straps, 8"" in diameter and 26"" long 
<br>- Easy one person set up in under 5 minutes 
<br>
<br>Specifications:
<br>
<br>- Floor Size:  54"" x 54"", removable 
<br>- Size at Height of 5'6"":  36"" x 36"" 
<br>- Inside height:  94"" at peak 
<br>- Zipper Door Dimensions:  57"" high x 32"" wide, 8"" off ground 4"" Wide Netting Strip at Wall Bottom, Except Door 
<br>- Wall Netting From 5'8"" to Top:  Four 104"" Poles, Main Vertical; Four 48"" Poles, Top Horizontal 
<br>
<br>Materials:
<br>
<br>- Sidewalls Fabric:  150D polyester oxford weave, with heavy-duty polyurethane waterproofing 
<br>- Floor Fabric:  100% high-tenacity nylon, 6.5 oz. 210 denier oxford with heavy-duty polyurethane waterproofing 
<br>- Poles:  Fiberglass with shock cording to connect the pole sections
<br>- Outside Pole Diameter:  13mm 
<br>- Roof and Wall Mesh:  Rugged 2.3 oz. poly filament 75 denier polyester knit, ""no-see-um"" roof 
<br>- Zippers:  YKK-compatible nylon coil with corrosion-resistant nickel plated sliders","159.99","95.99","Paha Que","TP200","Tents","Shelters","http://www.inventorysource.com/images/gs/t_GS48360.jpg","17.2","0.00","159.99","721209062001","","","Tepee - Fiberglass Poles, Grey  Manufacture ID: TP200    The Tepee, the camping industry's first fully equipped portable outhouse by Paha Que', provides a ""common sense"" evolution in campsite restroom and shower facilities. Featuring 67"" vertical walls, floor measurements of 54"" x 54"", and a peak that reaches 94"". The Tepee is lightweight, portable, and easily stows in a 8"" x 26"" zippered carry ba",
"GS54790","http://www.inventorysource.com/images/gs/GS54790.jpg","Whirlwind Guide 5, Aluminum","0",Yes,"<b>Whirlwind - Guide 5 Person, Aluminum</b><br>Manufacture ID: 11526<br><br>A Whirlwind tent makes a great outdoor home-away-from home. This Whirlwind tent features extremely roomy interiors and the very unique Chinook VestaRidge which creates an extra-long freestanding vestibule to store all your outdoor gear.
<br>
<br>Features:
<br>
<br>- Very large VestaRidge vestibule with a combination door/awning where you can sit and watch the world go by
<br>- Two large doors for outstanding access and lots of ventilation on warm days during spring and summer getaways
<br>- Extra long, full coverage fly with delta panels helps keep the rain well away from the tent body
<br>- Heavy-duty oxford nylon floor that will stand up to wear and tear of foot and camp furniture
<br>- Integrated &ldquo;no-see-um&rdquo; mesh doors in all vestibule openings
<br>- A very durable and detachable PE floor in the screened vestibule enables you to use the vestibule as a storage area or as a extra sleeping or eating space
<br>- An extra-large side door in the vestibule
<br>
<br>Specifications:
<br>- Capacity:  5 person
<br>- Aluminum tent weight:  21 lbs 4 oz (9.6 kg)
<br>- Poles:  2 + Ridge + Vestibule 
<br>- Doors:  2 doors 
<br>- Height:  6' (183 cm)
<br>- Floor:  7' x 10' (213 x 305 cm)
<br>- Body area:  70 ft2 (6.5 m2)
<br>  - with vestibule area:  140 ft2 (13 m2)
<br>- 3 season","310.95","194.95","Chinook","11526","Tents","5 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS54790.jpg","21.2","0.00","310.95","774552115269","","","Whirlwind - Guide 5 Person, Aluminum  Manufacture ID: 11526    A Whirlwind tent makes a great outdoor home-away-from home. This Whirlwind tent features extremely roomy interiors and the very unique Chinook VestaRidge which creates an extra-long freestanding vestibule to store all your outdoor gear.    Features:    - Very large VestaRidge vestibule with a combination door/awning where you can sit a",
"GS54791","http://www.inventorysource.com/images/gs/GS54791.jpg","Twin Peaks Guide 4, Aluminum","3",Yes,"<b>Twin Peaks Guide - 4 Person Plus, Aluminum</b><br>Manufacture ID: 11423<br><br>Featuring another innovative design concept in family/group tents: Chinook&rsquo;s InterDome, a 2 tent-in-1 system, for double the living space. One very roomy sleeping dome, plus a functional and practical screened dome with a removable heavy-duty floor will make you the envy of the campground.
<br>
<br>Features:
<br>
<br>- Extremely large screened dome is big enough to fit a picnic table
<br>- Both Interdome rooms have plenty of headroom with peaks that are 6'6"" high
<br>- Heavy duty, oxford nylon floor on main dome will stand up to repeated camp cot and foot traffic. Very durable PE floor on the screened dome can be removed if necessary
<br>- Two large doors on the fly double as sun and rain awnings
<br>- Extra long tent fly has delta panels to help keep rain well away from the tent floor and body
<br>- Designed for a quick and easy set-up so you can enjoy the great outdoors faster
<br>
<br>Specifications:
<br>
<br>- Capacity:  4 person + 
<br>- Aluminum poles tent weight:  22 lbs 1 oz (10.3 kg)
<br>- Poles:  4 + ridgepole 
<br>- Doors:  2 doors 
<br>- Height:  6' (183 cm) 
<br>- Floor:  12'10"" x 7'10"" (391 x 239 cm) 
<br>- Body area:  101 ft2 (9.3 m2) 
<br>  - with vestibule area:  112 ft2 (10.4 m2)
<br>- 3 season","457.95","228.28","Chinook","11423","Tents","4 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS54791.jpg","24.2","0.00","457.95","774552114231","","","Twin Peaks Guide - 4 Person Plus, Aluminum  Manufacture ID: 11423    Featuring another innovative design concept in family/group tents: Chinook&rsquo;s InterDome, a 2 tent-in-1 system, for double the living space. One very roomy sleeping dome, plus a functional and practical screened dome with a removable heavy-duty floor will make you the envy of the campground.    Features:    - Extremely large ",
"GS54792","http://www.inventorysource.com/images/gs/GS54792.jpg","Santa Ana 5, Aluminum","0",No,"<b>Santa Ana - 5 Person, Aluminum</b><br>Manufacture ID: 11506<br><br>The Santa Ana 5 tent is lightweight, free-standing and extremely easy to pitch. This simple, yet unique design saves weight and makes setting up a breeze.
<br>
<br>Features:
<br>
<br>- Chinook&rsquo;s 3-in-1Fly allows the user to customize the tent to the season and conditions. Remove one or both zip-off vestibules to reduce weight and increase ventilation without being at the mercy of the elements
<br>- Full coverage, extra-long fly with delta panels helps keep the rain well away from the tent body
<br>- Two large &ldquo;D&rdquo; doors and vestibules allow for easy entry and exit
<br>- The twin vestibules are very spacious and great for keeping your gear dry
<br>
<br>Specifications:
<br>
<br>- Capacity:  5 person
<br>- Aluminum tent weight:  13 lbs 4 oz (6 kg)
<br>- Poles:  2 + ridge 
<br>- Doors:  2 doors 
<br>- Height:  7' (213 cm)
<br>- Floor:  7'6"" x 9'6"" (229 x 290 cm)
<br>- Body area:  71 ft2 (6.6 m2)
<br>   - with vestibule area:  124 ft2 (11.6 m2)
<br>- 3 season","265.95","132.57","Chinook","11506","Tents","5 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS54792.jpg","14.35","0.00","265.95","774552115061","","","Santa Ana - 5 Person, Aluminum  Manufacture ID: 11506    The Santa Ana 5 tent is lightweight, free-standing and extremely easy to pitch. This simple, yet unique design saves weight and makes setting up a breeze.    Features:    - Chinook&rsquo;s 3-in-1Fly allows the user to customize the tent to the season and conditions. Remove one or both zip-off vestibules to reduce weight and increase ventilat",
"GS37525","http://www.inventorysource.com/images/gs/GS37525.jpg","Hubba Tent (2006 Model)","0",No,"<b>Fast & Light Tents - </b><br>Manufacture ID: 312122<br><br>Ultralight and spacious, this freestanding solo tent lets you sit up and read or endure a rainstorm in comfort, without adding unwanted pounds to your pack.
<br>
<br>-Superlight:  Weighs less than 3 lbs.
<br>-Spacious:  Unique pole configuration provides maximum interior space plus a large vestibule.
<br>-Quick and Easy Setup:  All-in-one hub and clip pole design is simple to use.
<br>-Versatile:  Can be used as a double-wall tent for full protection or in two freestanding tarp-shelter modes with optional footprint ( sold seperately).
<br>-Livable: Vestibule area provides dry entry, gear storage, and a covered food-prep area.
<br>
<br>Specifications:
<br>- Capacity: 1 person + gear 
<br>- Floor + Vestibule Area: 17 + 9.5 ft  / 1.5 + .9 m  
<br>- Interior Peak Height: 40 in./100 cm 
<br>- Minimum Weight: 3 lbs./1.3 kg 
<br>- Packaged Weight: 3 lbs. 7 oz./1.6 kg 
<br>- Fly w/ Optional  Footprint Weight: 2 lbs. 3 oz./1 kg<br><br>Warranty: MSR warranties the materials and workmanship in every MSR tent to the original owner.  MSR offers a lifetime warranty, to the original owner, on all MSR tent framework","249.95","163.73","MSR","312122","Tents","1 Person Solo","http://www.inventorysource.com/images/gs/t_GS37525.jpg","3.6","0.00","249.95","040818121221","","","Fast & Light Tents -   Manufacture ID: 312122    Ultralight and spacious, this freestanding solo tent lets you sit up and read or endure a rainstorm in comfort, without adding unwanted pounds to your pack.    -Superlight: Weighs less than 3 lbs.  -Spacious: Unique pole configuration provides maximum interior space plus a large vestibule.  -Quick and Easy Setup: All-in-one hub and clip pole design ",
"GS37372","http://www.inventorysource.com/images/gs/GS37372.jpg","Sunshade - Medium","0",No,"<b>Sunshade, Medium - </b><br>Manufacture ID: 40701003<br><br>Variable height and width adjustment provides custom sun protection.
<br>
<br>Features:
<br>
<br>Fiberglass poles/sleeves
<br>Dimensions:  75-90"" (H)
<br>Area:  40-65 ft
<br>Weight:  9 lb 7 oz<br><br>Warranty: Kelty products are covered under warranty, to the original owner, for the lifetime of the product, against defects in materials or workmanship.","140.0","98.82","Kelty","40701003","Tents","Shelters","http://www.inventorysource.com/images/gs/t_GS37372.jpg","12.2","0.00","140.00","727880035983","","","Sunshade, Medium -   Manufacture ID: 40701003    Variable height and width adjustment provides custom sun protection.    Features:    Fiberglass poles/sleeves  Dimensions: 75-90"" (H)  Area: 40-65 ft  Weight: 9 lb 7 oz    Warranty: Kelty products are covered under warranty, to the original owner, for the lifetime of the product, against defects in materials or workmanship.",
"GS37364","http://www.inventorysource.com/images/gs/GS37364.jpg","Mantra 6","0",No,"<b>Mantra 6 Tent - </b><br>Manufacture ID: 40591006<br><br>All the creature comforts of home for luxury camping.
<br>
<br>Features:
<br>
<br>DAC DA17 poles
<br>2 doors
<br>1 vestibule
<br>Clip/sleeve construction
<br>Side wall vents
<br>Mesh ceiling
<br>Internal storage pockets
<br>Organizer wall
<br>Fly vents
<br>Capacity:  6 person
<br>Dimensions:  104x146x70""
<br>Area:  94.3 ft
<br>Vestibule:  30.0 ft
<br>Weight:  18 lb 13 oz<br><br>Warranty: Kelty products are covered under warranty, to the original owner, for the lifetime of the product, against defects in materials or workmanship.","425.0","300.0","Kelty","40591006","Tents","6 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS37364.jpg","22.1","0.00","425.00","727880700676","","","Mantra 6 Tent -   Manufacture ID: 40591006    All the creature comforts of home for luxury camping.    Features:    DAC DA17 poles  2 doors  1 vestibule  Clip/sleeve construction  Side wall vents  Mesh ceiling  Internal storage pockets  Organizer wall  Fly vents  Capacity: 6 person  Dimensions: 104x146x70""  Area: 94.3 ft  Vestibule: 30.0 ft  Weight: 18 lb 13 oz    Warranty: Kelty products are cove",
"GS37362","http://www.inventorysource.com/images/gs/GS37362.jpg","Gunnison 4 (2006 Model)","0",No,"<b>Gunnison Backpacking Series Tents - Gunnison 4 (2006 Model)</b><br>Manufacture ID: 40461004<br><br>An easy-pitching, lightweight backpacking tent.
<br>
<br>Features:
<br>
<br>DAC Pressfit poles
<br>2 doors
<br>2 vestibules
<br>Color-coded clip construction
<br>Side wall vents
<br>Mesh ceiling
<br>Internal storage pockets
<br>Polyester taffeta rainfly
<br>Fly vents
<br>Capacity:  4 person
<br>Dimensions:  100x82x54""
<br>Area:  56.9 ft
<br>Weight:  8 lb<br><br>Warranty: Kelty products are covered under warranty, to the original owner, for the lifetime of the product, against defects in materials or workmanship.","210.0","148.24","Kelty","40461004","Tents","4 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS37362.jpg","9.55","0.00","210.00","727880432126","","","Gunnison Backpacking Series Tents - Gunnison 4 (2006 Model)  Manufacture ID: 40461004    An easy-pitching, lightweight backpacking tent.    Features:    DAC Pressfit poles  2 doors  2 vestibules  Color-coded clip construction  Side wall vents  Mesh ceiling  Internal storage pockets  Polyester taffeta rainfly  Fly vents  Capacity: 4 person  Dimensions: 100x82x54""  Area: 56.9 ft  Weight: 8 lb    War",
"GS48024","http://www.inventorysource.com/images/gs/GS48024.jpg","N!ergy Screen House 1210","0",No,"<b>Shelter/Screen Houses - N!ergy Screen House 1210</b><br>Manufacture ID: 2626305<br><br>Perfect for your next family trip to the campground, park picnic, or just for fun in your own backyard, the N!ergy Screen House features all the benefits of the E! Power system to power 12-volt accessories inside!  It&rsquo;s the ultimate in outdoor convenience!
<br>
<br>Features:
<br>
<br>- 6 pole rectangular screen house features 120 sq ft of interior space&mdash;sized for a picnic table with room to spare!
<br>- The built-in E! Power system powers 12-volt lights, fans, radios, or other 12-volt accessories right inside the screen house! 
<br>- ON/OFF Power Switches control all four outlets independently. Three detachable corner outlets can swing to center of screen house for convenient table-top use, then quickly tuck back away; a fourth fixed outlet is positioned in the center of the ceiling to power an overhead light or fan. 
<br>- Factory installed for hassle-free set up, the E! Power wiring system can also be easily removed by unfastening the hook and loop closures of the built-in wiring sleeves. 
<br>- Combination steel and fiberglass frame features both shockcorded and steelcorded sections for convenience; frame clips couple with ring and pin attachments to make set up fast and easy 
<br>- 2 full-length doors zip completely open and out of the way for easy entry and exit, and mesh walls provide visibility on all four sides and couple with ground level sod cloth to keep pesky insects outside. 
<br>- Quality Eureka! construction includes 150D StormShield polyester fabric with 1500 mm coatings on roof, wall, and sod cloth for long-lasting durability and rugged #10 zippers on doors.
<br>- The Sod Cloth is a 3"" band tah wraps around the bottom interior of the screen house to help keep bugs out
<br>- If one desires you can also usea 10 x 12' Footprint
<br>
<br>- E! Power Pak not included.
<br>- Does not have rain panels.","189.99","109.49","Eureka!","2626305","Tents","Screen Houses","http://www.inventorysource.com/images/gs/t_GS48024.jpg","27.95","0.00","189.99","083826263057","","","Shelter/Screen Houses - N!ergy Screen House 1210  Manufacture ID: 2626305    Perfect for your next family trip to the campground, park picnic, or just for fun in your own backyard, the N!ergy Screen House features all the benefits of the E! Power system to power 12-volt accessories inside! It&rsquo;s the ultimate in outdoor convenience!    Features:    - 6 pole rectangular screen house features 12",
"GS54816","http://www.inventorysource.com/images/gs/GS54816.jpg","Big Bend Familiy Dome Tent","9",Yes,"<b>Family Dome Tent - Big Bend</b><br>Manufacture ID: 36422<br><br>Big Bend Familiy Dome Tent
<br>
<br>Features:
<br>
<br>- 5-pole hubbed Pentadome tent with removable hooped fly
<br>- Mesh windows (2), doors (2), and roof for cross breeze
<br>- Shockcorded fiberglass frame with pin and ring system for easy set up
<br>- Hanging divider curtain creates two separate rooms
<br>- Integrated mud mat keeps tent clean
<br>- Inlcudes stakes, hanging pockets (2), and storage duffel
<br>
<br>Specifications:
<br>
<br>- Base:  12' x 10'
<br>- Center Height:  68"" 
<br>- Area:  94 sq. ft.
<br>- Door:  Dutch ""D"" style, back to back
<br>- Floor:  Welded polyethlene
<br>- Frame:  Fiberglass
<br>- Stakes:  Plastic
<br>- Sleeps:  5","99.99","62.62","Wenzel","36422","Tents","5 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS54816.jpg","15.0","0.00","99.99","047297364224","","","Family Dome Tent - Big Bend  Manufacture ID: 36422    Big Bend Familiy Dome Tent    Features:    - 5-pole hubbed Pentadome tent with removable hooped fly  - Mesh windows (2), doors (2), and roof for cross breeze  - Shockcorded fiberglass frame with pin and ring system for easy set up  - Hanging divider curtain creates two separate rooms  - Integrated mud mat keeps tent clean  - Inlcudes stakes, ha",
"GS54966","http://www.inventorysource.com/images/gs/GS54966.jpg","Tessel 2","0",No,"<b>Tessel Series - 2</b><br>Manufacture ID: 2629030<br><br>The Tessel series' unique pole structure creates an industry-leading high-internal-volume tent with strength and stability for excellent livability.  
<br>
<br>Common Tessel Features/Specifications:
<br>
<br>- Frame:  DAC Pressfit 9mm/11.1mm
<br>- Fly:  68D Stormshield polyester ripstop, 2000mm
<br>- Wall:  68D polyester ripstop taffeta
<br>- Floor:  75D polyester, 2000mm, tensioned perimeter seam bathtub design
<br>- Mesh:  20D polyester no-see-um
<br>- Venting:  Mesh ceiling/end panels plus 2 fly vents
<br>- Storage Pockets:  4 + 2 door-stash pockets
<br>- Lite-Set option:  Use Lite-Set footprint + poles + fly for lightweight shelter    
<br>
<br>Tessel Features:
<br>
<br>- Unique DAC Pressfit box-style frame offers spacious livability in a small overall footprint
<br>- 2 large, near vertical, side-opening D-style doors with Hi/Low venting offer ease of access
<br>- 2 zippered windows open for excellent visiblity and controlled ventilation
<br>- Fly creating both large vestibules can be configured in multiple ways including Hi/Low venting and awning
<br>- Freestanding frame with clips and post and grommet assembly make set up easy
<br>- Lite-Set Option creates a versatile lightweight, yet spacious shelter
<br>- Lite-Set Footprints sold separately
<br>
<br>Tessel 2 Specifications:
<br>
<br>- Floor Area:  Total:  29.17 sq. ft.
<br>- Center Height:  Tent:  3'6""
<br>- Frame:  Fiberglass 12.7mm + 16mm combination
<br>- Vestibule Area:  14/14 sq. ft.
<br>- Doors:  2 with Hi/Low venting
<br>- Windows:  2 
<br>- Pack Size:  5"" x 26""
<br>- Season:  3
<br>- Sleeps:  2
<br>- Floor Size:  7' x 4'2""
<br>- Minimum Weight:  5 lbs. 13 oz.
<br>- Lite-Set Weight:  4 lbs. 2 oz.","309.9","191.37","Eureka!","2629030","Tents","2 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS54966.jpg","6.5","0.00","309.90","083826290305","","","Tessel Series - 2  Manufacture ID: 2629030    The Tessel series' unique pole structure creates an industry-leading high-internal-volume tent with strength and stability for excellent livability.     Common Tessel Features/Specifications:    - Frame: DAC Pressfit 9mm/11.1mm  - Fly: 68D Stormshield polyester ripstop, 2000mm  - Wall: 68D polyester ripstop taffeta  - Floor: 75D polyester, 2000mm, tens",
"GS54814","http://www.inventorysource.com/images/gs/GS54814.jpg","Ridgeline Sport Dome Tent","0",Yes,"<b>Sport Dome Tent - Ridgeline</b><br>Manufacture ID: 36420<br><br>Ridgeline Sport Dome Tent
<br>
<br>Features:
<br>
<br>- Hooped fly over door for weather protection
<br>- Mesh window, door, and roof for cross breeze
<br>- Shockcorded fiberglass frame with pin and ring system for quick set up
<br>- Inlcudes stakes, gear loft, hanging pocket, and storage duffel
<br>
<br>Specifications:
<br>
<br>- Base:  7' x 7'
<br>- Center Height:  50"" 
<br>- Area:  49 sq. ft.
<br>- Door:  Dutch ""D"" style 
<br>- Floor:  Welded polyethlene
<br>- Frame:  Fiberglass
<br>- Stakes:  Steel
<br>- Sleeps:  3","44.99","26.56","Wenzel","36420","Tents","3 Person Tents (Max)","http://www.inventorysource.com/images/gs/t_GS54814.jpg","6.9","0.00","44.99","047297364200","","","Sport Dome Tent - Ridgeline  Manufacture ID: 36420    Ridgeline Sport Dome Tent    Features:    - Hooped fly over door for weather protection  - Mesh window, door, and roof for cross breeze  - Shockcorded fiberglass frame with pin and ring system for quick set up  - Inlcudes stakes, gear loft, hanging pocket, and storage duffel    Specifications:    - Base: 7' x 7'  - Center Height: 50""   - Area: ",
"GS54813","http://www.inventorysource.com/images/gs/GS54813.jpg","Alpine Sport Dome Tent","0",Yes,"<b>Sport Dome Tent - Alpine</b><br>Manufacture ID: 36419<br><br>Alpine Sport Dome Tent
<br>
<br>Features:
<br>
<br>- 3-pole pentadome tent with removable fly
<br>- Third pole creates vestibule for gear storage and weather protection
<br>- Shockcorded fiberglass frame and pole pockets for quick set up
<br>- Closable mesh windows and front door for air circulation
<br>- Inlcudes stakes, gear loft, hanging pocket, and storage duffel
<br>
<br>Specifications:
<br>
